777	6210
9474	1629 5668 14735 8368 12393 10823 9137 12616 5250 8981 6210 3517 3629 9209 15621 3930 13045 15395 13223 12721 14415 15813 4348 15298 4598 13500 6197 12481 12312 1000 10932 2199 12351 7863 6813 14174
12399	
4838	
14111	3629 7693 2034 9137 15603 8157 13223 9016 251 14986 9903
5037	10168 1841 3737 15580 15746 10680
9307	5588
5132	9640 8157 8012 5282 1379 7952 9533 120 7788 9882 3229 3259 15147 16186 3122 7025 8319 10944 15235
15116	1182 4792 8940 1331 9339 1157 13388 12810 10816 235 2145 6374 2984 9016 4213 10053 10924 9572 3456 9280 14719 1802 11530 14903 5306 12818 462 4267 3697 7401 5921 15294 14540 12372 11971 2324 16471 4636 2282 10897 13368 1551 5428 8243 3629 9008 12799 12659 14120 7413 5179 13046 14039 16047 3828 1844 878 14621 14571 5492 4944 14244 4766 9574 1457 2917 4753 9890 3037 10918 16006 4858 9520 6996 3954 14474 7515 6164 8738 11689 3765 6163 15721 9445 10422 3536 7734 15457 11085 14349 7869 1999
15581	6357 13673 1242 14312 15833 14511 5950 16346 16039 10291 1892 10680 3467 5514 11389 13112 15268 12028 6947 11409 2091
11726	13628 11873 4640 3467 9572 14719 14621 10230 10540 15708 462 6188 5428 14613 1802 4847 1809 6910 15176 9903 4284 14039 5086 2389 1642 527 13788 10067 3391 13046 14244 8112
4346	11930 9209 11689 9016 13046 8665
4864	9042 5302 11129 1892 14426 4640
2145	14511 2968 12895 14777 9445 3710 9016 1802 1636 2303 11873 10454 15116 13179 3828 3456 527 6688 12521 719 13992 878 967 10816 2299 5708 13464 462 8738 2324 8187 15973 6347 6341 11497 9728 3697 10357 14474 2984 6885 14924 1098 483 6383 13046 14719 5114 15873 497 7822 14986 690 4736 7597 2939 6482 4884 12659 2705 9903 9430 11085 11178 3255 9392 10575
2534	13890 6061 2020 3602 5716
2743	6210 9042
5174	
9042	1802 7504 5786 7842 3659 10771 12545 16378 219 13946 5682 1667 866 12784 8128 6210 5859 13916 10099 15457 14664 11990 4452 7459 13708 5686 13480 11366 2743 8347 12454 4792 14569 13078 8799 1452 1626 2210 9209 3137 3499 7817 4919 12972 1712 5289 838 7933 2932 3088 11467 9746 11754 8895 10074 4458 13509 13514 8052 4606 15298 15292 5057 2053 13454 6197 16208 532 1734 15008 11605 5588 2227 2034 9137 13237 10129 2848 10331 4864 499 8940 8264 11689 11971 13058 5830 9068 9186 3596 8583 12870 3594 14635 7962 8884 715 6729 6983 3298 12935 4970 13364 13457 9019 5919 14279 13943 16513 14636 16002 15131 10045
14115	16359 10998 768 14739 10545 5918 14802 3304
15087	3522 8187 9016 10644 1140
13078	6150 9042 9137 9209 15704 13129 13708 376 10207 2458 1484 15813 10635 5653 8449
4000	11129 15784 442 10680 4847 2210 16047
5891	12264 4279 1654 7304 11393 12659 2694 6431 3908 1177 3033 3954 15140 8935 8724 11550 2767 7788 15236
15932	2917 6838 14081 488 9016 8157 10680 11074 10644 3122 12338
13620	10974
1560	3667
12454	9042 3629 6210
14569	6210 14289 9042
7296	
9051	11990 2330 2984 13798 11409
7504	9831 10343 3422 6210 12198 12110 15773 13270 2119 9042 10129 5626 12624 6019 1416 7933 1452 16165 866 11605 2458 15813 13946
1937	15036 11409 694 1855 15945
4045	
5306	13978 15116 14787 14244 8567 13090 2907 2283 8853
6863	
10748	3391 9617 9016 5428 8665 1416
3599	13890
6330	2971 1081 9572 14320
9689	4744 14081
9502	9016 10680 4970 2917 10314 12493 726 8395 6383 7965 1802 11990 2873 14081 10053 8187 1892 8940 8063 10816 5289 4476 9137 8675
5594	2421 3525 8024 13890 2971 14515 1802 9209 9016 1474 2999 3456 13388 9901 10816 9238 488 14962 14719 11873 8157 251 6163 13046
3842	15704 9209
6947	12853 11814 13009 9989 1884 6402 15581 6224 14621 5543 14342 679 9700 5428
7680	731 2330 11409 10190 8125 2098
7087	3517 8415 2458 13223 128 8643 14905 10841 2789 13788 11902 9908
6830	5492 14601 14873 15268 5142 1892 8024 3391 15091
4284	12895 8874 3525 6692 16148 10388 1636 11726 12215 3881 1892 13046
2421	10680 3525 15675 15944 2971 6454 1374 5594 3198 3881 5283 6786 11873 3240 14621 9016 3456 9445 525 2324 10816 11689 6692 2610 4640 1140 5428 10575 9903 11178 13046 2141 14986 2473 2283 4847 10230 7822 9901 2917 16038 14511 11085 11064 8738 6163
10751	14108
4708	3467
14599	8803 4197 10861
5949	567 15147 150 238 10196 7788
15049	10816 9016 14777 14081 251 5428 7067 8738 5086 8665
14744	11409 7141
9779	567 4295 8157 15660 12915 8086 5143 5282
15367	11129 15452 8243 12733 12564 9209 726 12317 448 8625 14719 9572 5007 10422 5499 16471 13788 9454 392 2458 4767 10841 15337 9813 11937 7992 5620 467 5513 15237 7732 10546 16049
9572	6210 3411 15116 15746 11261 1087 1374 5364 11409 2917 5003 2971 2637 8319 15457 6567 2932 6402 11726 6330 15311 5880 3262 11689 4763 3522 2324 2015 13045 1474 8024 11937 4640 8279 9901 10100 14571 9445 11085 525 14719 12192 462 14621 10816 15091 13673 5892 5428 8738 7203 14986 9880 1020 3737 16401 4971 1842 494 4944 10388 10248 15367 13890 3456 6557 13464 8567 8431 15708 9223 9212 6190 13788 10662 14039 6163 11178 7096 13258 9798
10100	5492 10644 1892 9016 2135 9572 1566 81 5428 4847 4197 8738 4097 8187 8567 13090 8112
1452	13237 6210 13708 7022 9209 15292 5859 13457 7676 12198 7504 9042 13480
3598	6314 4944 12810 5608
3898	1742 13027 8063
4944	2873 15116 3598 7401 1182 1331 2999 2984 8024 9572 6910 3198 14349
16116	2330 8737 16221 13798 11409 5018 10853
15483	1362 13108 10291 3033 15879 1686 1393 7708 3157 348 9989 8157 7253 14733 9980 4197
1042	8112 8431 3087 5143 8157 11551
2835	1264 8615 3473 12386 13890 12853 5880 535 13079 2517 8479 5716 13149 730 8431 7560 14214 14962 3677
11850	8864 10680 6422 13237
2637	9572 6644 251 8431 8738 2939 442 3248 6910 5086 15873
7401	4944 15116
5093	
4792	15116 9016 2999 878 15452 9042
5676	10761 16048 3629 14092 7693 9137 2507
14625	5976 1027 8024 5905 643 5342 5203 15091 462
2001	3824 677
7933	9042 4886 2119 576 7504 6210 13237 1571 6130 8237 3033 10568 2794
438	930 578 13902 387 3667 5217 1209 1738 13212 2794 9432 14057 9016 9209 7751 10790
5924	
387	3667 578 9209 5072 438 3629 6210 4260 5217 13212 13223 13902 11624 15704 930 5668 7998 2458 575 10286 1701 9322 9432 4136 11971 10823 9184 7568 14244
9178	2917
10963	12821 8869
11409	7189 1617 6165 101 10771 13850 9940 14897 2971 12493 10543 16499 14164 1680 10853 14744 15036 6639 12341 4522 11147 14338 16116 2954 2320 13670 11960 12739 2032 9980 8594 5810 13798 9192 8348 924 3391 11119 9302 7108 873 4355 2419 7201 481 5809 858 15629 5346 3525 5842 10195 5746 5283 8559 2330 11384 5156 16108 3471 11990 14939 15581 850 9806 3595 5018 9989 7332 1802 16452 13890 15770 462 6161 8317 4145 15202 6749 15945 10680 15343 694 9883 2508 8593 13650 14842 16051 13223 10635 8737 1937 2150 11984 10828 4197 6692 2097 11017 3607 12207 10477 9392 9756 4718 8046 12222 10633 1374 317 7249 9209 22 10288 9841 12564 9815 721 11759 9627 13582 10526 10291 12526 8342 10790 6768 15025 6932 9572 882 9415 3198 9205 6452 743 7067 9643 11688 12815 13132 8608 16317 12025 3885 8063 2031 8374 1242 11857 6910 7056 13377 10870 2365 9136 11530 7141 7238 6218 15107 15640 10370 9032 13673 9903 3456 2324 8841 8024 4640 5428 16077 15436 11379 12557 7919 11378 8665 5580 3946 15176 3581 5783 12433 11064 10230 15999 3700 6815 14841 13338 12251 2984 14719 1020 16054 9558 3764 5203 11951 11346 15616 14511 10808 11127 683 11481 16221 8208 3571 14777 6871 9358 10090 11200 11873 6101 13092 2619 5050 15005 10728 12971 9934 9890 7680 9914 1759 12853 9051 7788 14950 10816 5996 2144 14244 4306 874 1195 11916 5725 16038 10863 2664 13319 8759 2090 3157 10278 6603 3545 6700 2290 3007 6178 10948 12104 1545 2772 14799 8567 5267 1943 13046 1892 3863 7413 7783 6593 7356 4625 13920 643 11732 6114 12659
13454	13388 9209 6692 9042 6786 9016 1892 3467 7056 7141 7003 6910 4744
2471	8157 7788 12988 1552 15944 2223 5580 9573 15930 15957 10644 10540 12716 13788 2598
1862	1081
16283	14964
1841	11541 5848 9851 10735 10680 781 3041 4516 3124 6904 9835 1127 1461 12273 16087 14081 14256 13968 8791 5037 4258 1175 3737 4201 15746 7896 701 12344 3804 13234 10168 10028 8851 967 15378 15970
12104	11409 10278 9016
10028	2833 10168 5743 5112 967 11387 5744 3737 9529 16461 6130 7346 6487 4258 6418 1804 2422 2961 14931 699 13234 11127 6589 14981 1642 8114 12460 10480 2731 3587 7431 15022 4719 10735 8130 14168 18 2997 9459 6320 1841 16045 11873 3779 2571 11148 8932 9571 14998
6142	10205 9209 5697
1163	
1365	6210
13455	14118 4465 16054
1657	15944 6623 9016 14621 10662 251 8665
4383	9137 10680 9209 8128 10823 15292 3590 14081 1474 10170 3710 3667
15944	8086 13890 1657 10680 8012 1821 2971 9314 2471 2421 3525 11689 1474 14847 3456 917 4331 3198 5513
3543	
5107	
11765	10680
2586	14663
14635	110 8431 9042 9214
5492	14433 9928 6830 10100 3391 3522 1474 14511 525 9016 10644 10816 14777 14621 14986 8738 14106 15116 12895
14289	14569
12803	11854
850	12739 11409 8737 9883 13798 11119 16496 9841 2330
3737	12344 10168 3124 13968 12115 6904 10735 9835 8851 781 701 98 3804 5848 1461 1841 9529 14931 6418 16045 10028 2422 1642 4258 1804 3779 11127 872 11182 11873 8114 5112 699 6589 16461 4032 3587 962 13733 16228 7896 18 9572 4516 967 5196 5037 9459 5743 2571 8007 4199 14589 12975
16208	9042 5499
13031	2855
5303	12545 8063 8157
463	9640 15147 7788 1892 8157
5752	13890 9016 7560 2020 10636 12274
2287	3391 9590 16014 1892 8431 8237 14433 4847 6910 13090 9543
10250	6887 7841 11225 13704 4465 4231 14146 15362 16054 12810 13777 5573 7135 13064 14230 8254 2632 6541 400 4435 13003 9086 12062
9146	2517 8738
14843	3157 7686 878 11886 15091 5428 1514 11234 5725 1686 6910 14039 6163
4839	
7025	1061 9161 15147 10944 5132 13340 8157 2990 4337 14847 9640 10266 5282
11179	
11389	8864 11139 15476 14437 15581 11574 12214 3687 16428
715	15662 9042
5790	6813 3575 14741 7751
13527	
7863	11103 1471 9474 11000 11251
295	9543 5070 6080 15177 10058 2971 2873 11643 13045 8868 3629 3473 1571 9432 10816 11405 2458 8901 12485 2495 1416 15457 9534 12040
4281	
3667	6197 13708 9209 1560 15292 16239 8128 9432 5668 13029 5833 7573 387 578 9137 3517 4136 4383 12446 6295 4120 3408 8940 15298 9321 10646 15704 14621 7630 15813 11971 2458 9729 12567 7482 13788 5217 3629 14279 5051 13212 7381 7022 7998 4893 438 5499 14039
2924	3525
12115	10168 3737
15009	15675 12909 11873
12075	11873
4744	731 1127 11074 9689 14777 4640 14059 5428 14244 13454 526
1284	
15821	5613
8063	13951 1548 5303 4400 12545 4302 587 1665 3898 1695 1892 4197 16508 11409 11689 525 14777 9502 653 4847 874 14039 6575
2419	13650 11409
10321	6224 9430 13890 9571 4967 4669 13090
6263	
3375	12313 14368 7805 1038 15773 9017 9016 462 2984 15640 6422 1742 14120 11689 2283
13673	377 15581 14244 1892 4733 2141 2968 15313 14719 14571 6345 4640 3067 11409 13890 10644 8495 8455 9032 2577 14770 1543 9572 16493 13464 14039 11497 1802 8708 4084 1913 8267 6715 5428 1273 10280 3473 5774 9272 480 4824 9848 10575 2201 8279 15491 462 10919 1374 522 3582 11114 2824 14194 9445 1351 13046 8431 13990 13090 15533 4097 10357 11649 2283
345	12239 3391 13890 3525 11948 13388 4361
10867	13976
13234	47 1841 14931 15746 15022 10028 3179 4108 4604 2571
7572	
6838	12459 8243 13388 15457 6338 222 10644 8901 9016 1802 4640 7874 9813 1730 3345 15932 14777 526 10841 11943 14244 6163 4411 5428
8024	15311 13027 15364 8243 4207 12313 1374 14511 9163 6854 8122 1802 8974 15973 9572 8670 1115 5594 6830 14571 8142 3103 12049 1892 14625 10713 9193 2699 14020 6938 11409 6804 1707 2210 15268 15449 3576 7333 1152 16522 43 14621 8730 15091 4944 13982 14083 4883 7697 4152 15853 1073 7575 643 6163
505	16371
7490	
9143	8982
6742	1948 1758 10258 11143 12581 11198 2283 369 10879 13039 14220 3559 4847 10450 11085 5131 9589 14517 38 4760
9455	15457 481 2932 4989 8319 4858 11066 15091 6815 10790 462 7515 5200 14621 14244 5919 7855 4847 10324 11085 461 10356 16065
6114	5191 4587 238 11409
10548	
13075	1499 13872 14710 14312 12028 8040 15534
12988	8157 14511 2471 14136 15235 7788 6644 1802 15115 11886 15873 5143
10067	9016 2119 913 16014 8665 7788 15311 10849 3198 4252 14777 3725 9980 9445 3261 5283 14719 14621 14194 9585 4543 5428 8431 3122 7185 11943 2135 14362 14738 14039 8243 1802 3172 14296 2031 10680 9459 10790 11726 2283 6163
15124	
4610	8157
4136	7751 14550 387 14741 3667 5217 13932 5697 9137 2455 11643 3629 15621 9209 9233 7371 8111 7862 3881 9722 575 10540 9214 15973 11345 15452 5069 8830 5499
11930	9210 4346 11873 5428
9192	3718 11409 6603 1064
5421	
4337	9209 7025 15147 1626 1379 6210 14108 14415
12358	7965 8395 14515 11873 13642 1526 6383 6910 6786 14621 5055 15266 3525 2020 1892 4640 1802 14986
12853	2932 2126 10680 223 11409 6947 5500 2320 9111 2835 4753 11873 3304 11814 12914 13890 9209 6659 6749 14511 12938 1892 9445 9989 1884 7067 14401 4197 11418 1340 2394 3467 9980 10291 3881 13223 8157 11379 1998 5283 3456 2031 11530 15284 10790 1064 14120 9901 582 10816 1802 16542 6910 481 14719 5758 1759 10370 462 7304 795 4683 14343 13132 14252 2643 5783 8665 5725 4847 14039 15268 15091 14903 11886 8431 878 16047 7788 12937 14530 13046 14244 3391 9016 2971 9571 11702 6224 6804 8231 5428 4640 9006 8385 13009 16038 4465 16054 5573 11603 2184 5543 3157 9903 2984 4858 15952 14799 13587 5203 15222 12477 2473 15455 11085 10575 13669 12450 6603 14342 14594 14787 13788 9044 6163 9230
2972	3877 9256
13600	14576
9728	1892 3464 2344 11143 6593 13039 2031 4033 11886 15631 16049 3033 1810 636 2145 8858 9012 955 14945 9401 395 6971 14822 13046 1551 279
11324	2020 13890
716	10680 5405 1924 14621 8665 11437
15326	11872 13388 15621
8172	9163 6974 5312 7528 1802 14846 268 5187 12287 2015 14981 9899 8853 4858 14244 11206
13868	5203
7185	5925 2210 15457 10667 3553 992 13388 9980 13628 8235 15541 8243 9901 1892 8023 9016 9209 442 9534 3345 16509 3938 15973 15568 2939 6188 8738 15873 2119 4734 462 488 7761 6593 16047 3114 5428 15819 6295 7822 10067 6163 3261 13046 12386 5086 2283 3715
1535	6210
4329	
14584	16277 7998
4606	9042 9016 16172
11990	9051 11409 3391 3467 9302 5533 6563 1892 16221 9042 14081 9502 2330 8665
1943	12341 11409 10262
12028	3391 14312 14802 15476 9609 9111 12222 15833 15581 14437 10998 8364 12820 1242 13075 3778 15174 8864 5119 5514 8298 12214 16346 5074 11749 11139 92 6357 1892 8536 11574
9111	6692 14312 222 4456 5919 2813 12853 8364 12028 14802 3304
2905	
1081	13357 525 2968 3725 3456 14081 12452 9848 2971 10593 11809 6330 1821 10388 9865 1802 4640 14948 14986 1862 913
6983	2119 9042
6623	1657 7063 8243 2659 10680 13388 15457 1892 9980 6910 251 9016 3697 15156 15568 6224 14656
2304	15457
8874	14511 4284 9487 1474 9008 13628 5428 13464 10849 14244 14986 9445 7409 10575 14194 8738 11085 3243
15298	2053 6210 10823 1135 9042 13703 5668 3408 8940 5187 3667 953 7533 6410 4203 9474 4120 2458
13457	9042 6210 1452 14279 13270 13976 12503
14924	15051 1106 6786 2145
15862	5919
14792	14750 15813 13788
1695	8063
14872	
726	543 2210 4970 9502 1115 9865 1802 15792 15457 10680 15367 6066 16392 953 11923 6491 9209 13388 5283 9899 8243 3345 11026
3314	4260 1922 12067 636
15864	
1362	15483 2766 6985 13544 15640 1892 3157 7855 348 8354 11886
4258	1841 15746 10028 9529 6418 3737 2422 5743 14998
543	726 1521
16278	15597 2571 9032
5289	6829 9042 9016 2984 9502 15640 14120 14038
14733	6210 3458 15483 348
15833	14312 12028 15581 15476 11139 12214 1499 11749 10998 5119 11574 14437 16346 8864 8298 8364 914 11689 14346 5874 1892 15174 8536 8716 1605 1242 10816 5514 8695
3100	
4987	1379 1106 10680 8157 15235 567 1552 11886 10701 15147
3391	10680 14601 11409 345 12853 2984 6830 5492 11990 3676 2917 12493 12028 9534 2090 8122 9989 11379 10748 2287 12818 10790 11726 5643 6163
7052	
6197	9042 10823 3667 5626 6210 2458 16151 9474 15813 15863 9209
15597	14184 8965 16278 6374 9724 4643 11691 2571 15276
12983	8864 11139 7936
15580	6210 11140 9534 12493 10680 12909 2119 2917 5037 1892 10974
15709	
14931	13234 9944 4201 5571 12729 8545 9957 1804 6320 6418 5249 8787 2422 2841 7431 3737 11182 1831 11127 8692 967 8114 2571 10028 15911 7623 12763 4032 15117 3587 16375 2956 3446 2994 7346 9402 16045 9459 16461 13122 5112 15746 14168 5548 13999 4108 962 9571 14998 11208 14877
5661	1931 9016 1242 70 2283
9899	12806 726 5283 8172
8923	6692 3525 2020 13890 10644 8324 8431
1819	3881 14719 3525 442 8738 251 8243 10357 4858 15873 5428 14244 9903 3114 771
13965	
1804	10168 14931 4201 4094 9529 16156 10028 2422 5743 16045 2961 6418 18 3737
9016	9376 7761 13890 3732 4766 4302 7160 7805 5492 5615 348 4285 1531 9137 2145 5500 9502 3304 5289 7384 3371 7413 8799 16006 8052 11467 3456 1844 8173 5681 11129 16148 6838 10067 438 12104 3255 12895 3700 12853 3375 2119 1742 7051 14571 9339 10053 14246 8732 1115 13020 14120 917 5661 8364 15190 1582 16039 4792 6623 128 8431 1424 14777 14903 1821 10748 3629 6786 2365 251 723 6463 2659 1374 15363 5752 14110 255 5204 2968 1802 711 5674 3813 9008 14883 878 3960 9574 6833 11529 2971 2007 1892 9848 9445 7935 10100 12701 14511 11437 10239 1657 5514 6374 15792 7067 15932 4476 9989 4346 14081 9246 2473 1864 8235 15049 14983 11904 2610 10828 15087 992 2421 13368 15640 795 14433 13216 8256 14111 9901 7185 5563 2324 11686 1875 2984 5040 2478 10680 10848 461 4606 4724 11230 9903 3676 2303 9980 3219 14336 13294 12167 11689 10505 15116 15674 11814 8863 4640 11222 5594 13454 1182 4086 11873 3710 9280 1038 15176
525	2971 3525 3522 4456 8157 14515 1474 5492 8014 6786 11689 728 10788 1081 2659 795 616 13223 11873 3456 13544 2324 6402 14986 251 9572 10593 9445 1374 4640 9223 12701 8063 2421 9901 9611 13464 14719 9604 6567 5513 5499 10662 9558 8738 6910 9880 6561 13046 1892 3676 3881 15873 2571 9221 6692 9815 10540 12564 8377 5428 6163 3261 7822
6101	13670 9358 6161 11409 7108 11774 13974 10695
13946	5068 6210 13708 2119 14663 11042 4545 8799 15955 2385 9042 11207 3131 11989 9789 7070 13494 7504 2335
11769	14897 12981
1242	15476 12028 15833 16359 6910 14757 11409 3456 3710 8364 392 1499 3408 2166 3137 2344 15581 14186 3629 11749 16443 15577 1605 12701 13216 5661 2458 16000 13789 696 4858 8040 12514 7203 1892 11140 15873 14838 12820 4640 3881 9137 933 12214 5217 1701 2801 6338 10230 16346 1924 11139 5514 11873
928	15621 8439 3629 9209 15292 16376
2126	12853 12122 9989 9487
7761	13388 8157 7935 7185 11873 5142 10680 9016 8243 3553 6383 9700 3114
9640	463 5132 10266 9533 10198 7025 1061 7952 1379 2732 5282
384	8088 5463 2968
15027	
2036	
488	2210 11185 6383 6407 15792 3248 9137 13223 7185 15452 10897 9209 13388 3629 15932 70 8157 7802 10816 6066 11129 3114 16047 2530 2283 10841 15457 5594 6813 13046
16002	1456 6210 2917 9042
764	13173 296
3473	10681 3602 2835 377 12648 9511 13890 11194 11601 548 14962 5716 295 10568 1892 5880 8479 13079 15465 13673 7560 8431 1264 11948 10952
9233	4136 12485 8940 3911
8926	16023 16043 12074 11198 6833 13533
11950	14118 6887 13879 8646 8512
3508	13027
3184	2243
1549	
15747	
8866	1626 7070 6210 9200
97	14035 13890
1379	9802 14847 9640 9533 4987 1157 7926 13340 7952 7211 4337 8724 6829 5282 8157 15147 9882 7635 567 4433 1343 5132
12344	8851 1841 10735 701 967 10168 15746 3737
12818	15781 7817 3391 12313 3891 4736 9558 469 10841 3638 15116 462 2063
11392	6786 917 4007 3676 8738 11085 5428 251
9463	
4773	16148
14276	
3885	11409
3157	8669 10086 1362 15429 7926 14504 15483 348 14843 7304 11886 8112 462 12853 11266 11678 5573 3432 2766 11409 1514 5503 9579 7855 11234 10885 6163
2150	11409
4868	11574 12222 1892
1999	7413 10811 4707 7935 3382 12460 6130 4724 12084 2984 9577 12975 8329 6696 14998 3521 2284 11182 2191 675 6188 9571 2190 15116 2873 6224 9697 9938 6487
3666	2063 4775 13090 2283
12739	15770 11409 13798 10853 850 462
12313	5121 8024 1742 13027 3375 98 2777 9617 5283 12818 14777 13890 14719 3198 9209 11971 13788 462 9664 1892 1351 10680 128 1446 6737 2283
9209	9474 12821 1452 4337 2059 14279 3842 12355 4919 7359 488 3304 10850 3517 5919 3629 13223 9969 5069 13212 222 9137 15704 3667 4136 7061 12701 15452 10074 933 14057 953 2210 8157 5217 5588 4497 15367 11409 1209 928 1929 6197 9042 3288 2917 10396 7751 726 12067 578 12313 4970 14483 13078 5833 14903 13454 10089 9159 438 16048 7185 58 15621 8901 15292 4383 13902 12853 2971 9432 448 5594 866 206 2473 15792 3408 2034 13216 1701 3824 12446 4346 14777 8799 3525 5283 3676 6210 11689 11129 9980 10823 387 6142 10680 4763 5250 16371 14511 4197
7256	15830 6210
6466	13999
1126	10790
1485	7919
2384	5634 9314 8157
2932	711 481 9042 12853 7728 9572 14621 462 2090 14039 1892 1020 16230 11873 9455 7855 14244 10790
3525	940 1802 5594 12452 13775 9848 2421 9137 15944 11192 3456 8395 525 8923 417 9210 8187 8670 2971 1374 11409 12895 2984 10593 2039 3522 4252 3710 6786 2924 4284 2968 961 16113 522 1892 1819 2324 345 10644 14511 16148 9223 14986 4640 6567 10662 8738 11873 14719 9901 9392 9209 9934 11481 12358 3122 10816
1115	15792 8243 15032 11129 1416 14777 1892 9016 7469 726 3345 8024 1064 8901 8315 4640 9076 11522 2530 1505 13228 14719 15922 5428 15091 15640 9903 13046 13039 1802 10644 12466 16047 13179 14621 9980 10841 15227 7230 462 13307 4411 15746 11004 2283 38 11085
5433	
2059	11717 11616 392 3016 2458 14057 1571 7998 13082 571 10646 10573 953 9209 16000
13875	12324 9322
12624	6210 13976 7504
12545	8494 711 597 8063 10680 8157 6383 5303 1892 8237 653 4494 14039 15091 9042 11689 6910 4847 9700 15682 11085
8644	
2824	14889 8112 2283 13673
15866	
9574	9016 14986 2324 527 7822 15116 3456 5428 8431 13046 7597 9353 8738 2939 13464 6163 2283 1273 13090
1057	
16472	14810 2984 10575 2895
12459	6838 1892 462 8665 10680
7471	9577 8187
967	10168 13968 12344 1841 14931 9529 2145 15746 2422 6418 10028 5112 872 1159 15907 2994 9468 10226 13047 16045 9459 3737 4199 1642 3122 11182 5632 14039 3587 1677 9571 12172 11085 2571 5428
10129	7504 5833 179 9042 9137 6210
4810	8738
6210	15008 12972 9042 9449 10331 5134 13509 845 3629 12935 13457 9412 8369 14279 51 14569 5068 8981 14248 9157 12018 9572 7256 11624 15955 16378 10293 8128 2917 15298 7504 4698 11207 5057 11605 16513 13237 9114 5686 4051 2155 15580 12784 3729 12283 3711 1365 7459 772 15363 10008 10074 1734 14733 14991 795 13708 6039 2743 12097 5786 8799 12503 11891 9137 5277 1535 5626 6019 6197 11366 9746 13480 532 15773 7842 2848 12624 6291 866 12198 13297 387 9199 1452 777 10129 14030 2053 8347 14019 10343 1712 10680 14597 660 2949 1626 6383 8866 7022 13270 7933 2119 11755 3088 1802 12454 15208 6729 9209 5764 14723 13946 4337 7962 265 5588 16002 7917 15727 10094 9474
2142	3198
